doi	institution	period	euro	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	issn_l	license_ref	indexed_in_crossref	pmid	pmcid	ut	url	doaj
10.1007/s10549-016-3928-3	uu	2016	2200	TRUE	Springer	Breast Cancer Research and Treatment	0167-6806	0167-6806	1573-7217	0167-6806	http://creativecommons.org/licenses/by/4.0	TRUE	27492739	PMC5012147	ut:000382991500009	NA	FALSE
10.1007/s12350-016-0628-7	lu	2016	2200	TRUE	Springer	Journal of Nuclear Cardiology	1071-3581	1071-3581	1532-6551	1071-3581	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s10584-016-1753-7	ki	2016	2200	TRUE	Springer	Climatic Change	0165-0009	0165-0009	1573-1480	0165-0009	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000383615200011	NA	FALSE
10.1007/s12649-016-9643-9	lu	2016	2200	TRUE	Springer	Waste and Biomass Valorization	1877-2641	1877-2641	1877-265X	1877-2641	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000398594100028	NA	FALSE
10.1007/s10677-016-9747-0	lu	2016	2200	TRUE	Springer	Ethical Theory and Moral Practice	1386-2820	1386-2820	1572-8447	1386-2820	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000397986300009	NA	FALSE
10.1007/s11136-016-1373-8	hig	2016	2200	TRUE	Springer	Quality of Life Research	0962-9343	0962-9343	1573-2649	0962-9343	http://creativecommons.org/licenses/by/4.0	TRUE	27506524	PMC5243911	ut:000393571300015	NA	FALSE
10.1007/s00228-016-2105-2	ki	2016	2200	TRUE	Springer	European Journal of Clinical Pharmacology	0031-6970	0031-6970	1432-1041	0031-6970	http://creativecommons.org/licenses/by/4.0	TRUE	27484241	PMC5021730	ut:000383624500002	NA	FALSE
10.1007/s10805-016-9265-7	umu	2016	2200	TRUE	Springer	Journal of Academic Ethics	1570-1727	1570-1727	1572-8544	1570-1727	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00423-016-1501-5	ki	2016	2200	TRUE	Springer	Langenbeck's Archives of Surgery	1435-2443	1435-2443	1435-2451	1435-2443	http://creativecommons.org/licenses/by/4.0	TRUE	27562317	PMC5143360	ut:000390032200016	NA	FALSE
10.1007/s00894-016-3085-y	liu	2016	2200	TRUE	Springer	Journal of Molecular Modeling	1610-2940	1610-2940	0948-5023	0948-5023	http://creativecommons.org/licenses/by/4.0	TRUE	27553304	PMC4995225	ut:000382748100024	NA	FALSE
10.1007/s10955-016-1604-y	uu	2016	2200	TRUE	Springer	Journal of Statistical Physics	0022-4715	0022-4715	1572-9613	0022-4715	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000394366800014	NA	FALSE
10.1007/s10822-016-9942-z	lu	2016	2200	TRUE	Springer	Journal of Computer-Aided Molecular Design	0920-654X	0920-654X	1573-4951	0920-654X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000387088900005	NA	FALSE
10.1007/s00167-016-4280-1	gu	2016	2200	TRUE	Springer	Knee Surgery, Sports Traumatology, Arthroscopy	0942-2056	0942-2056	1433-7347	0942-2056	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000401438900003	NA	FALSE
10.1007/s00394-016-1298-6	ki	2016	2200	TRUE	Springer	European Journal of Nutrition	1436-6207	1436-6207	1436-6215	1436-6207	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s11367-016-1182-x	cth	2016	2200	TRUE	Springer	The International Journal of Life Cycle Assessment	0948-3349	0948-3349	1614-7502	0948-3349	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399246100007	NA	FALSE
10.1007/s13524-016-0498-2	su	2016	2200	TRUE	Springer	Demography	0070-3370	0070-3370	1533-7790	0070-3370	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000385144600005	NA	FALSE
10.1007/s10693-016-0258-x	kth	2016	2200	TRUE	Springer	Journal of Financial Services Research	0920-8550	0920-8550	1573-0735	0920-8550	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00421-016-3473-0	ki	2016	2200	TRUE	Springer	European Journal of Applied Physiology	1439-6319	1439-6319	1439-6327	1439-6319	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000388936600013	NA	FALSE
10.1007/s40831-016-0088-y	kth	2016	2200	TRUE	Springer	Journal of Sustainable Metallurgy	2199-3823	2199-3823	2199-3831	NA	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000400824500010	NA	FALSE
10.1007/s10886-016-0753-4	slu	2016	2200	TRUE	Springer	Journal of Chemical Ecology	0098-0331	0098-0331	1573-1561	0098-0331	http://creativecommons.org/licenses/by/4.0	TRUE	27624066	PMC5101348	ut:000387605500002	NA	FALSE
10.1007/s40072-016-0080-3	uu	2016	2200	TRUE	Springer	Stochastics and Partial Differential Equations: Analysis and Computations	2194-0401	2194-0401	2194-041X	NA	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000406353300002	NA	FALSE
10.1007/s11575-016-0304-9	miu	2016	2200	TRUE	Springer	Management International Review	0938-8249	0938-8249	1861-8901	0938-8249	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000388727900003	NA	FALSE
10.1007/s10811-016-0957-6	cth	2016	2200	TRUE	Springer	Journal of Applied Phycology	0921-8971	0921-8971	1573-5176	0921-8971	http://creativecommons.org/licenses/by/4.0	TRUE	28344391	PMC5346136	ut:000396344800052	NA	FALSE
10.1007/s00158-016-1569-0	his	2016	2200	TRUE	Springer	Structural and Multidisciplinary Optimization	1615-147X	1615-147X	1615-1488	1615-147X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000398951100020	NA	FALSE
10.1007/s10578-016-0684-x	liu	2016	2200	TRUE	Springer	Child Psychiatry & Human Development	0009-398X	0009-398X	1573-3327	0009-398X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1208/s12248-016-9991-1	cth	2016	2200	TRUE	Springer	The AAPS Journal	1550-7416	NA	1550-7416	1550-7416	http://creativecommons.org/licenses/by/4.0	TRUE	27681102	NA	ut:000395006000014	NA	FALSE
10.1007/s10862-016-9570-x	lu	2016	2200	TRUE	Springer	Journal of Psychopathology and Behavioral Assessment	0882-2689	0882-2689	1573-3505	0882-2689	http://creativecommons.org/licenses/by/4.0	TRUE	28286372	PMC5323484	ut:000395082800011	NA	FALSE
10.1007/s00526-016-1058-8	uu	2016	2200	TRUE	Springer	Calculus of Variations and Partial Differential Equations	0944-2669	0944-2669	1432-0835	0944-2669	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000386708700016	NA	FALSE
10.1007/s10689-016-9934-0	gu	2016	2200	TRUE	Springer	Familial Cancer	1389-9600	1389-9600	1573-7292	1389-9600	http://creativecommons.org/licenses/by/4.0	TRUE	27696107	PMC5357488	ut:000398494700005	NA	FALSE
10.1007/s00158-016-1548-5	liu	2016	2200	TRUE	Springer	Structural and Multidisciplinary Optimization	1615-147X	1615-147X	1615-1488	1615-147X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000398951100015	NA	FALSE
10.1007/s11118-016-9580-z	liu	2016	2200	TRUE	Springer	Potential Analysis	0926-2601	0926-2601	1572-929X	0926-2601	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000392303500011	NA	FALSE
10.1007/s00198-016-3738-9	gu	2016	2200	TRUE	Springer	Osteoporosis International	0937-941X	0937-941X	1433-2965	0937-941X	http://creativecommons.org/licenses/by-nc/4.0	TRUE	27585578	PMC5206252	ut:000391390100009	NA	FALSE
10.1007/s12062-016-9158-y	ki	2016	2200	TRUE	Springer	Journal of Population Ageing	1874-7884	1874-7884	1874-7876	1874-7876	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s11104-016-3033-8	umu	2016	2200	TRUE	Springer	Plant and Soil	0032-079X	0032-079X	1573-5036	0032-079X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000392392200035	NA	FALSE
10.1007/s00018-016-2365-0	lu	2016	2200	TRUE	Springer	Cellular and Molecular Life Sciences	1420-682X	1420-682X	1420-9071	1420-682X	http://creativecommons.org/licenses/by/4.0	TRUE	27652381	PMC5272905	ut:000393694900011	NA	FALSE
10.1007/s10822-016-9957-5	lu	2016	2200	TRUE	Springer	Journal of Computer-Aided Molecular Design	0920-654X	0920-654X	1573-4951	0920-654X	http://creativecommons.org/licenses/by/4.0	TRUE	27600554	PMC5239813	ut:000392326500008	NA	FALSE
10.1007/s11060-016-2271-1	umu	2016	2200	TRUE	Springer	Journal of Neuro-Oncology	0167-594X	0167-594X	1573-7373	0167-594X	http://creativecommons.org/licenses/by/4.0	TRUE	27664151	PMC5258803	ut:000393065400010	NA	FALSE
10.1007/s11625-016-0397-x	su	2016	2200	TRUE	Springer	Sustainability Science	1862-4065	1862-4065	1862-4057	1862-4057	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000386378100003	NA	FALSE
10.1007/s10342-016-0994-3	sh	2016	2200	TRUE	Springer	European Journal of Forest Research	1612-4669	1612-4669	1612-4677	1612-4669	NA	TRUE	NA	NA	ut:000388105400006	NA	FALSE
10.1007/s13280-016-0816-3	slu	2016	2200	TRUE	Springer	Ambio	0044-7447	0044-7447	1654-7209	0044-7447	http://creativecommons.org/licenses/by/4.0	TRUE	27651268	PMC5274620	ut:000395124300002	NA	FALSE
10.1007/s00766-016-0259-1	cth	2016	2200	TRUE	Springer	Requirements Engineering	0947-3602	0947-3602	1432-010X	0947-3602	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s11306-016-1124-4	slu	2016	2200	TRUE	Springer	Metabolomics	1573-3882	1573-3882	1573-3890	1573-3882	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000385356700012	NA	FALSE
10.1007/s12010-016-2229-y	lu	2016	2200	TRUE	Springer	Applied Biochemistry and Biotechnology	0273-2289	0273-2289	1559-0291	0273-2289	http://creativecommons.org/licenses/by/4.0	TRUE	27631121	PMC5285423	ut:000394219200005	NA	FALSE
10.1007/s11049-016-9348-6	su	2016	2200	TRUE	Springer	Natural Language & Linguistic Theory	0167-806X	0167-806X	1573-0859	0167-806X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000398751000006	NA	FALSE
10.1007/s10570-016-1068-x	miu	2016	2200	TRUE	Springer	Cellulose	0969-0239	0969-0239	1572-882X	0969-0239	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000388961200019	NA	FALSE
10.1007/s10896-016-9856-5	lnu	2016	2200	TRUE	Springer	Journal of Family Violence	0885-7482	0885-7482	1573-2851	0885-7482	http://creativecommons.org/licenses/by/4.0	TRUE	28163366	PMC5250674	ut:000393040500004	NA	FALSE
10.1007/s00253-016-7833-9	lu	2016	2200	TRUE	Springer	Applied Microbiology and Biotechnology	0175-7598	0175-7598	1432-0614	0175-7598	http://creativecommons.org/licenses/by/4.0	TRUE	27678115	PMC5247548	ut:000392502600018	NA	FALSE
10.1007/s11882-016-0652-3	ki	2016	2200	TRUE	Springer	Current Allergy and Asthma Reports	1529-7322	1529-7322	1534-6315	1529-7322	http://creativecommons.org/licenses/by/4.0	TRUE	27645534	PMC5028403	ut:000388591100004	NA	FALSE
10.1007/s10549-016-3983-9	ki	2016	2200	TRUE	Springer	Breast Cancer Research and Treatment	0167-6806	0167-6806	1573-7217	0167-6806	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000385175900013	NA	FALSE
10.1007/s11113-016-9412-2	ki	2016	2200	TRUE	Springer	Population Research and Policy Review	0167-5923	0167-5923	1573-7829	0167-5923	http://creativecommons.org/licenses/by/4.0	TRUE	28190908	PMC5272880	ut:000394268300004	NA	FALSE
10.1007/s10853-016-0333-6	kth	2016	2200	TRUE	Springer	Journal of Materials Science	0022-2461	0022-2461	1573-4803	0022-2461	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000386785600026	NA	FALSE
10.1007/s00227-016-2977-9	slu	2016	2200	TRUE	Springer	Marine Biology	0025-3162	0025-3162	1432-1793	0025-3162	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000386356100005	NA	FALSE
10.1007/s12350-016-0638-5	umu	2016	2200	TRUE	Springer	Journal of Nuclear Cardiology	1071-3581	1071-3581	1532-6551	1071-3581	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00198-016-3768-3	lu	2016	2200	TRUE	Springer	Osteoporosis International	0937-941X	0937-941X	1433-2965	0937-941X	http://creativecommons.org/licenses/by-nc/4.0	TRUE	27647528	PMC5206266	ut:000391390100014	NA	FALSE
10.1007/s00030-016-0406-x	kth	2016	2200	TRUE	Springer	Nonlinear Differential Equations and Applications NoDEA	1021-9722	1021-9722	1420-9004	1021-9722	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000385149000005	NA	FALSE
10.1007/s10915-016-0297-3	uu	2016	2200	TRUE	Springer	Journal of Scientific Computing	0885-7474	0885-7474	1573-7691	0885-7474	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000398062500009	NA	FALSE
10.1007/s11044-016-9542-7	cth	2016	2200	TRUE	Springer	Multibody System Dynamics	1384-5640	1384-5640	1573-272X	1384-5640	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000390126700009	NA	FALSE
10.1007/s40520-016-0630-6	ki	2016	2200	TRUE	Springer	Aging Clinical and Experimental Research	1720-8319	NA	1720-8319	1594-0667	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000406606300026	NA	FALSE
10.1007/s00520-016-3394-9	liu	2016	2200	TRUE	Springer	Supportive Care in Cancer	0941-4355	0941-4355	1433-7339	0941-4355	http://creativecommons.org/licenses/by-nc/4.0	TRUE	27596267	PMC5127854	ut:000389354500020	NA	FALSE
10.1007/s00415-016-8287-9	lu	2016	2200	TRUE	Springer	Journal of Neurology	0340-5354	0340-5354	1432-1459	0340-5354	http://creativecommons.org/licenses/by/4.0	TRUE	27646115	PMC5110600	ut:000388625500015	NA	FALSE
10.1007/s11336-016-9512-2	uu	2016	2200	TRUE	Springer	Psychometrika	0033-3123	0033-3123	1860-0980	0033-3123	NA	TRUE	27660261	NA	ut:000394985400004	NA	FALSE
10.1007/s12187-016-9416-9	gu	2016	2200	TRUE	Springer	Child Indicators Research	1874-897X	1874-897X	1874-8988	1874-897X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s13304-016-0388-6	ki	2016	2200	TRUE	Springer	Updates in Surgery	2038-131X	2038-131X	2038-3312	2038-131X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000387845700008	NA	FALSE
10.1007/s40618-016-0546-1	ki	2016	2200	TRUE	Springer	Journal of Endocrinological Investigation	1720-8386	NA	1720-8386	0391-4097	http://creativecommons.org/licenses/by/4.0	TRUE	27671168	PMC5269462	ut:000396880500010	NA	FALSE
10.1007/s10726-016-9509-3	uu	2016	2200	TRUE	Springer	Group Decision and Negotiation	0926-2644	0926-2644	1572-9907	0926-2644	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000392417600007	NA	FALSE
10.1007/s11244-016-0714-8	lu	2016	2200	TRUE	Springer	Topics in Catalysis	1022-5528	1022-5528	1572-9028	1022-5528	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000403020800013	NA	FALSE
10.1007/s11150-016-9349-6	su	2016	2200	TRUE	Springer	Review of Economics of the Household	1569-5239	1569-5239	1573-7152	1569-5239	NA	TRUE	NA	NA	ut:000394991400014	NA	FALSE
10.1007/s11241-016-9258-z	cth	2016	2200	TRUE	Springer	Real-Time Systems	0922-6443	0922-6443	1573-1383	0922-6443	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000393594600002	NA	FALSE
10.1007/s10615-016-0606-1	hb	2016	2200	TRUE	Springer	Clinical Social Work Journal	0091-1674	0091-1674	1573-3343	0091-1674	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00223-016-0194-7	ki	2016	2200	TRUE	Springer	Calcified Tissue International	0171-967X	0171-967X	1432-0827	0171-967X	http://creativecommons.org/licenses/by/4.0	TRUE	27671989	PMC5214955	ut:000392023000001	NA	FALSE
10.1007/s10570-016-1061-4	kth	2016	2200	TRUE	Springer	Cellulose	0969-0239	0969-0239	1572-882X	0969-0239	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000388961200009	NA	FALSE
10.1007/s11356-016-7706-x	lu	2016	2200	TRUE	Springer	Environmental Science and Pollution Research	0944-1344	0944-1344	1614-7499	0944-1344	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000389301700046	NA	FALSE
10.1007/s12526-016-0566-2	gu	2016	2200	TRUE	Springer	Marine Biodiversity	1867-1616	1867-1616	1867-1624	1867-1616	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s11883-016-0614-1	gu	2016	2200	TRUE	Springer	Current Atherosclerosis Reports	1523-3804	1523-3804	1534-6242	1523-3804	http://creativecommons.org/licenses/by/4.0	TRUE	27613744	PMC5018018	ut:000384570700001	NA	FALSE
10.1007/s11605-016-3223-y	ki	2016	2200	TRUE	Springer	Journal of Gastrointestinal Surgery	1091-255X	1091-255X	1873-4626	1091-255X	http://creativecommons.org/licenses/by/4.0	TRUE	27649704	PMC5187360	ut:000391489200005	NA	FALSE
10.1007/s11663-016-0788-5	kth	2016	2200	TRUE	Springer	Metallurgical and Materials Transactions B	1073-5615	1073-5615	1543-1916	1073-5615	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000392295500049	NA	FALSE
10.1007/s10096-016-2777-7	oru	2016	2200	TRUE	Springer	European Journal of Clinical Microbiology & Infectious Diseases	0934-9723	0934-9723	1435-4373	0934-9723	http://creativecommons.org/licenses/by/4.0	TRUE	27680718	PMC5203848	ut:000391388800014	NA	FALSE
10.1007/s10111-016-0390-2	liu	2016	2200	TRUE	Springer	Cognition, Technology & Work	1435-5558	1435-5558	1435-5566	1435-5558	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000386502500001	NA	FALSE
10.1007/s00439-016-1729-8	uu	2016	2200	TRUE	Springer	Human Genetics	0340-6717	0340-6717	1432-1203	0340-6717	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000385345900005	NA	FALSE
10.1007/s00787-016-0899-1	oru	2016	2200	TRUE	Springer	European Child & Adolescent Psychiatry	1018-8827	1018-8827	1435-165X	1018-8827	http://creativecommons.org/licenses/by/4.0	TRUE	27683227	NA	ut:000398820500009	NA	FALSE
10.1007/s10270-016-0556-7	mdh	2016	2200	TRUE	Springer	Software & Systems Modeling	1619-1366	1619-1366	1619-1374	1619-1366	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s11187-016-9801-2	bth	2016	2200	TRUE	Springer	Small Business Economics	0921-898X	0921-898X	1573-0913	0921-898X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000392306200001	NA	FALSE
10.1007/s00153-016-0507-6	uu	2016	2200	TRUE	Springer	Archive for Mathematical Logic	0933-5846	0933-5846	1432-0665	0933-5846	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000385155700010	NA	FALSE
10.1007/s10811-016-0950-0	slu	2016	2200	TRUE	Springer	Journal of Applied Phycology	0921-8971	0921-8971	1573-5176	0921-8971	http://creativecommons.org/licenses/by/4.0	TRUE	28344390	PMC5346144	ut:000396344800024	NA	FALSE
10.1208/s12248-016-9977-z	uu	2016	2200	TRUE	Springer	The AAPS Journal	1550-7416	NA	1550-7416	1550-7416	http://creativecommons.org/licenses/by/4.0	TRUE	27634384	NA	ut:000392210900017	NA	FALSE
10.1007/s11306-016-1120-8	umu	2016	2200	TRUE	Springer	Metabolomics	1573-3882	1573-3882	1573-3890	1573-3882	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000389604300002	NA	FALSE
10.1007/s11676-016-0307-1	slu	2016	2200	TRUE	Springer	Journal of Forestry Research	1007-662X	1007-662X	1993-0607	1007-662X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399164900013	NA	FALSE
10.1007/s11207-016-0969-z	lu	2016	2200	TRUE	Springer	Solar Physics	0038-0938	0038-0938	1573-093X	0038-0938	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000388842600028	NA	FALSE
10.1007/s10997-016-9359-z	lnu	2016	2200	TRUE	Springer	Journal of Management & Governance	1385-3457	1385-3457	1572-963X	1385-3457	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000408346400006	NA	FALSE
10.1007/s11104-016-3038-3	umu	2016	2200	TRUE	Springer	Plant and Soil	0032-079X	0032-079X	1573-5036	0032-079X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000392392200032	NA	FALSE
10.1007/s00384-016-2639-x	lu	2016	2200	TRUE	Springer	International Journal of Colorectal Disease	0179-1958	0179-1958	1432-1262	0179-1958	http://creativecommons.org/licenses/by/4.0	TRUE	27613729	PMC5219883	ut:000392129400002	NA	FALSE
10.1007/s11121-016-0696-6	uu	2016	2200	TRUE	Springer	Prevention Science	1389-4986	1389-4986	1573-6695	1389-4986	http://creativecommons.org/licenses/by/4.0	TRUE	27638427	PMC5236081	ut:000392394600009	NA	FALSE
10.1007/s12289-016-1314-7	ltu	2016	2200	TRUE	Springer	International Journal of Material Forming	1960-6206	1960-6206	1960-6214	1960-6214	NA	TRUE	NA	NA	NA	NA	FALSE
10.1007/s10955-016-1624-7	kau	2016	2200	TRUE	Springer	Journal of Statistical Physics	0022-4715	0022-4715	1572-9613	0022-4715	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000385182000010	NA	FALSE
10.1007/s10964-016-0564-5	su	2016	2200	TRUE	Springer	Journal of Youth and Adolescence	0047-2891	0047-2891	1573-6601	0047-2891	NA	TRUE	NA	NA	ut:000401351200011	NA	FALSE
10.1007/s10845-016-1258-2	kth	2016	2200	TRUE	Springer	Journal of Intelligent Manufacturing	0956-5515	0956-5515	1572-8145	0956-5515	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s10967-016-5030-z	lu	2016	2200	TRUE	Springer	Journal of Radioanalytical and Nuclear Chemistry	0236-5731	0236-5731	1588-2780	0236-5731	http://creativecommons.org/licenses/by/4.0	TRUE	28111484	PMC5219036	ut:000392075200038	NA	FALSE
10.1007/s13132-016-0411-7	kau	2016	2200	TRUE	Springer	Journal of the Knowledge Economy	1868-7865	1868-7865	1868-7873	1868-7865	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000407744300010	NA	FALSE
10.1007/s00181-016-1175-4	uu	2016	2200	TRUE	Springer	Empirical Economics	0377-7332	0377-7332	1435-8921	0377-7332	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s11042-016-3817-0	hig	2016	2200	TRUE	Springer	Multimedia Tools and Applications	1380-7501	1380-7501	1573-7721	1380-7501	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000404609900004	NA	FALSE
10.1007/s11406-016-9766-z	lu	2016	2200	TRUE	Springer	Philosophia	0048-3893	0048-3893	1574-9274	0048-3893	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000400403700014	NA	FALSE
